1, 0, 1, 0, 250, 20,  3, 0, 0, 0, 0, 1, 10
10, 270, 1, 1, 250, 20, 3, 0, 0, 0, 0, 1, 10
1, 270, 1, 1, 250, 0,  3, 0, 0, 0, 0, 1, 10
